id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
73502,Canada,Data Analyst,Generative AI,Lead,18,148011,15139,Bachelor,Tech,Enterprise,5,2020,Remote,42.2,4.29,21,65.4923827455135,0.107,73,0.75,92.84,10,86.49,26.7,22,59,22,80,46,78,46,98,0.97,78
73503,UK,Data Scientist,Forecasting,Senior,10,129183,16341,PhD,Automotive,Enterprise,3,2022,Onsite,52.6,4.52,22,38.11252042314628,0.057,79,9.15,49.72,9,80.47,25.8,27,90,97,86,84,61,25,51,2.29,75
73504,Japan,Machine Learning Engineer,Generative AI,Entry,0,73235,5986,Bootcamp,Finance,Small,2,2025,Onsite,52.9,4.74,12,52.389840980304974,0.333,92,7.87,84.48,11,79.72,37.8,16,90,80,62,76,46,36,83,1.15,60
73505,Australia,Machine Learning Engineer,Analytics,Mid,2,84578,17567,Diploma,Healthcare,Startup,2,2021,Onsite,43.5,4.65,18,89.74147227529306,0.187,53,8.64,65.74,8,60.79,18.5,23,66,17,69,62,71,28,28,0.66,76
73506,Canada,Research Scientist,Generative AI,Senior,11,147417,23423,Diploma,Education,Medium,4,2024,Remote,41.1,3.25,28,65.22292495456875,0.063,91,6.98,56.92,6,63.14,36.5,23,81,84,84,83,81,44,46,1.24,81
73507,Canada,Computer Vision Engineer,Forecasting,Entry,0,56795,4510,Diploma,Tech,Startup,5,2021,Onsite,51.0,4.16,22,64.3010563052905,0.442,78,8.67,49.42,10,63.47,37.3,14,5,100,44,64,56,54,7,0.81,65
73508,UK,Machine Learning Engineer,Computer Vision,Lead,18,188771,29316,Bachelor,Automotive,Small,5,2023,Hybrid,36.2,4.22,20,70.4990347247,0.094,81,8.74,68.87,10,61.59,32.5,19,34,6,79,69,96,50,58,2.25,82
73509,USA,AI Engineer,Reinforcement Learning,Lead,19,233945,41604,PhD,Tech,Startup,7,2024,Onsite,53.1,4.66,12,42.65485546709658,0.106,67,8.52,88.41,10,76.22,40.5,12,55,19,67,70,51,70,50,2.43,74
73510,Australia,AI Engineer,MLOps,Senior,9,111551,23786,Master,Gaming,Large,4,2020,Onsite,49.8,3.78,22,47.282249003430344,0.043,57,7.82,83.41,4,55.53,13.0,12,20,15,79,57,53,59,27,2.18,74
73511,Singapore,Machine Learning Engineer,Reinforcement Learning,Lead,14,163098,10882,Diploma,Consulting,Medium,2,2022,Remote,37.5,3.43,4,62.77567170104512,0.062,76,3.65,97.77,14,58.11,25.6,18,74,40,84,68,82,21,13,2.05,85
73512,Japan,Research Scientist,Analytics,Senior,8,101156,8474,Bachelor,Energy,Large,2,2022,Remote,37.0,4.28,3,93.11486711013305,0.125,74,3.49,77.86,3,80.19,28.1,16,41,97,86,59,90,45,50,2.16,82
73513,France,Computer Vision Engineer,Forecasting,Lead,12,108340,14029,Bachelor,Education,Enterprise,6,2025,Hybrid,38.6,3.93,19,83.93808885945427,0.073,98,1.58,78.26,4,75.26,28.9,29,30,33,77,63,94,46,22,1.51,77
73514,India,NLP Engineer,LLM,Entry,0,28000,3770,PhD,Automotive,Large,6,2023,Hybrid,46.3,3.92,18,69.02911490014571,0.412,75,5.49,81.52,9,57.44,33.9,22,52,53,53,71,68,54,97,1.7,58
73515,UK,Computer Vision Engineer,Generative AI,Lead,12,137058,8630,Master,Education,Large,6,2024,Hybrid,41.8,3.5,14,71.57389805392569,0.109,74,1.91,57.12,6,62.37,35.8,26,62,17,96,40,71,17,61,2.14,74
73516,Japan,Machine Learning Engineer,LLM,Senior,8,129324,17757,Diploma,Healthcare,Startup,2,2023,Onsite,49.0,4.37,11,49.01208559915413,0.119,55,3.68,45.52,6,57.11,18.8,22,11,45,67,47,57,36,53,1.33,76
73517,India,Machine Learning Engineer,Analytics,Entry,0,29673,2569,Diploma,Finance,Medium,2,2026,Onsite,47.9,4.29,22,59.21929367402886,0.451,100,9.23,59.59,9,84.48,14.6,23,34,79,55,92,62,31,15,1.64,59
73518,Germany,Research Scientist,Forecasting,Senior,6,98367,5483,PhD,Finance,Enterprise,6,2020,Hybrid,37.0,3.34,11,79.22245437784869,0.087,61,2.44,59.74,12,88.88,34.1,28,73,95,76,39,92,12,43,0.63,91
73519,Germany,Software Engineer AI,Reinforcement Learning,Entry,1,59983,12436,Diploma,Healthcare,Large,2,2021,Hybrid,44.8,4.73,9,26.743522483937006,0.364,44,6.87,74.22,5,77.71,14.6,29,96,76,57,39,70,62,14,2.21,65
73520,Canada,Data Scientist,NLP,Lead,13,145974,29693,Bachelor,Retail,Startup,2,2022,Remote,42.3,4.56,25,45.487958012535636,0.109,74,5.58,96.47,3,94.14,30.0,20,48,1,74,72,58,42,61,1.64,75
73521,India,Research Scientist,Generative AI,Senior,8,46457,6844,Bachelor,Finance,Enterprise,4,2022,Onsite,49.4,4.49,22,89.27912269601973,0.037,63,4.08,93.13,6,81.69,27.4,26,84,25,79,48,71,29,37,1.33,62
73522,Germany,Research Scientist,NLP,Senior,9,143250,11390,Master,Gaming,Enterprise,3,2023,Onsite,52.0,3.51,16,46.89816632695917,0.07,51,8.22,74.1,9,92.97,32.5,19,88,63,84,44,65,48,46,0.65,74
73523,Canada,NLP Engineer,Computer Vision,Senior,8,120557,16017,PhD,Consulting,Small,2,2023,Onsite,41.3,4.28,29,47.00030254161484,0.133,72,4.74,62.13,4,80.9,12.4,13,17,2,75,38,87,30,23,1.95,76
73524,Australia,Data Analyst,Computer Vision,Lead,16,109398,23480,PhD,Healthcare,Medium,4,2025,Hybrid,47.9,4.77,6,70.48473604832358,0.078,68,5.4,73.39,8,78.74,15.9,12,79,24,83,52,64,71,22,0.94,73
73525,Canada,Data Analyst,Reinforcement Learning,Mid,2,59890,4772,Diploma,Tech,Startup,3,2022,Hybrid,38.9,4.4,11,62.238691326541236,0.182,72,3.75,70.4,9,83.28,31.3,15,44,45,71,62,65,67,7,2.46,59
73526,UAE,Data Scientist,Analytics,Lead,12,133678,8312,Bootcamp,Energy,Startup,2,2023,Onsite,39.7,4.03,10,42.32094167878442,0.131,73,1.34,73.54,3,71.01,27.4,20,48,67,74,38,73,53,40,2.36,81
73527,Japan,NLP Engineer,LLM,Lead,15,123667,10040,Bootcamp,Consulting,Medium,5,2024,Remote,41.6,4.4,12,50.80143399445946,0.109,60,7.34,61.99,5,63.16,38.5,15,79,24,93,73,77,40,49,2.38,76
73528,Netherlands,NLP Engineer,LLM,Lead,18,146253,15338,Bootcamp,Education,Enterprise,7,2020,Remote,47.1,4.11,19,46.253145552876575,0.06,67,6.83,54.35,8,85.01,39.3,15,64,88,78,63,77,61,3,2.33,84
73529,Australia,NLP Engineer,NLP,Entry,1,75366,13413,Bootcamp,Education,Medium,4,2023,Remote,49.0,3.23,11,77.13210252927487,0.285,88,6.2,73.82,10,87.48,14.3,12,74,1,64,67,53,39,14,0.86,69
73530,Japan,Machine Learning Engineer,LLM,Mid,3,95423,16976,Bachelor,Consulting,Medium,4,2024,Onsite,49.0,4.57,8,36.10957917829362,0.169,59,6.93,85.37,4,57.78,39.8,19,10,15,81,64,63,12,75,2.06,81
73531,UAE,Machine Learning Engineer,NLP,Entry,0,53484,11136,Bachelor,Telecom,Enterprise,6,2025,Remote,38.5,4.55,17,75.61806366469199,0.36,69,4.61,86.22,12,56.48,27.0,15,93,57,62,61,95,36,2,1.32,78
73532,Canada,NLP Engineer,Analytics,Mid,2,92808,4758,Master,Education,Enterprise,2,2023,Remote,53.3,3.44,8,42.57258083863003,0.145,58,8.18,70.34,3,76.45,14.0,23,78,7,83,66,58,12,61,1.15,71
73533,France,Data Scientist,Analytics,Senior,8,116450,15872,PhD,Energy,Small,5,2021,Hybrid,38.5,4.39,21,60.88455268192545,0.16,72,5.68,45.42,12,62.74,23.9,20,100,29,77,64,98,22,36,1.01,88
73534,UAE,NLP Engineer,Reinforcement Learning,Lead,13,130304,26195,Bachelor,Finance,Startup,4,2026,Hybrid,43.1,4.4,22,69.1088046152535,0.073,58,1.49,81.43,12,59.26,38.8,27,36,11,73,45,60,45,14,2.03,79
73535,France,Data Scientist,Reinforcement Learning,Mid,4,83685,4352,Master,Education,Large,6,2021,Hybrid,38.5,4.41,21,62.48600649775252,0.216,45,7.8,57.52,6,61.0,40.7,29,77,9,82,45,88,26,93,1.14,71
73536,France,Data Analyst,NLP,Senior,10,82644,7363,Bootcamp,Telecom,Enterprise,2,2024,Hybrid,43.6,3.47,23,58.46175070469359,0.204,75,7.79,59.87,5,56.76,37.9,14,87,51,81,66,79,22,25,1.8,70
73537,UAE,Data Analyst,Generative AI,Senior,10,79035,5862,Bachelor,Telecom,Large,5,2025,Hybrid,51.7,4.77,15,25.831288696380053,0.072,75,6.19,53.98,7,72.91,32.3,10,88,23,89,61,57,45,98,2.49,72
73538,France,Software Engineer AI,MLOps,Lead,14,142875,8563,Bootcamp,Automotive,Small,6,2026,Remote,39.5,4.38,2,16.64278302707622,0.076,73,3.34,73.41,14,94.76,27.3,12,56,14,84,51,79,24,77,2.42,74
73539,Singapore,NLP Engineer,NLP,Mid,4,98606,8631,Bachelor,Finance,Medium,3,2021,Onsite,44.9,3.72,22,78.45373839313686,0.137,75,4.76,48.92,14,85.58,20.9,29,62,47,77,56,66,51,34,1.33,75
73540,India,AI Engineer,MLOps,Mid,2,33535,4797,Master,Retail,Enterprise,5,2025,Hybrid,43.5,3.43,19,50.75283988690385,0.163,38,2.02,57.17,12,90.95,18.5,19,41,88,84,25,77,38,25,1.88,73
73541,France,Data Scientist,Computer Vision,Lead,12,134593,23196,Master,Telecom,Small,2,2026,Onsite,50.4,4.41,7,47.795744285149574,0.097,78,9.33,80.97,4,86.75,31.9,30,95,83,83,71,54,19,88,2.32,83
73542,UK,Research Scientist,Reinforcement Learning,Senior,8,126565,21449,Master,Education,Medium,5,2024,Hybrid,54.0,4.47,21,56.37553727746131,0.136,69,7.79,76.04,14,94.1,15.6,30,10,57,84,63,52,68,24,1.49,82
73543,Singapore,Data Scientist,Forecasting,Entry,0,75312,15250,Bachelor,Tech,Startup,5,2021,Onsite,50.8,3.59,28,22.210259942628383,0.377,92,5.94,66.67,8,74.19,15.6,18,13,28,53,76,52,34,51,1.92,53
73544,Germany,AI Engineer,LLM,Entry,1,62630,7604,Diploma,Gaming,Startup,5,2023,Hybrid,36.8,4.63,22,32.071279106088966,0.405,37,7.7,95.4,4,90.59,39.5,15,60,70,49,39,84,54,96,1.87,73
73545,Germany,Data Analyst,NLP,Mid,4,57015,11640,Master,Energy,Medium,6,2023,Remote,53.1,3.84,19,28.436928522789856,0.249,41,4.06,59.17,7,91.17,17.3,12,3,66,77,38,54,15,85,1.25,62
73546,USA,NLP Engineer,MLOps,Lead,19,202513,37756,PhD,Telecom,Large,2,2023,Onsite,52.5,4.0,22,60.4584946055886,0.07,95,5.31,87.97,12,63.03,23.5,25,95,4,75,77,47,43,25,0.84,81
73547,Singapore,Data Scientist,LLM,Mid,2,85257,5963,Master,Energy,Small,7,2022,Onsite,52.1,3.76,22,57.31289017115347,0.208,63,2.77,93.71,4,89.92,36.6,16,97,10,78,57,52,57,17,2.18,65
73548,UAE,AI Engineer,Analytics,Senior,9,90860,8671,Master,Education,Large,2,2022,Hybrid,43.0,4.16,17,26.416385805474658,0.0,70,0.97,97.54,14,86.16,15.9,23,67,29,79,39,73,24,47,2.21,61
73549,Japan,Machine Learning Engineer,Forecasting,Lead,12,138592,15267,Master,Gaming,Large,7,2020,Onsite,45.4,4.1,7,51.82149072124871,0.171,69,6.97,62.2,13,65.58,14.9,21,42,32,82,60,69,37,70,2.22,67
73550,Netherlands,Data Scientist,MLOps,Entry,1,60261,12663,Master,Consulting,Startup,6,2020,Onsite,54.7,3.23,13,86.07506801225696,0.399,64,6.21,80.49,3,63.98,17.7,21,68,98,53,58,40,25,66,2.34,55
73551,UAE,NLP Engineer,NLP,Lead,14,156297,23107,PhD,Telecom,Large,2,2023,Onsite,36.7,3.22,20,62.61245590193805,0.104,77,2.06,76.21,12,55.57,21.4,20,18,3,78,51,87,34,75,0.8,85
73552,Netherlands,Machine Learning Engineer,MLOps,Entry,0,68518,6860,Diploma,Energy,Startup,2,2023,Onsite,45.8,4.71,1,23.421429289978203,0.451,50,1.19,50.36,13,75.65,31.3,15,97,33,46,30,60,65,88,1.23,62
73553,Japan,Software Engineer AI,Analytics,Entry,1,59364,4245,Master,Automotive,Medium,2,2024,Remote,44.1,3.75,33,60.940535057423745,0.339,65,6.21,57.71,14,66.64,25.7,21,96,24,65,54,68,15,78,2.11,68
73554,Japan,Data Scientist,NLP,Lead,19,178529,36891,Diploma,Finance,Startup,7,2024,Hybrid,42.6,4.31,8,46.957021944147534,0.074,71,9.06,73.8,10,60.18,18.4,18,21,99,82,61,67,55,94,1.68,91
73555,Canada,Computer Vision Engineer,LLM,Lead,16,140942,17201,Master,Consulting,Large,6,2022,Onsite,53.5,4.56,26,45.06683910973157,0.0,69,1.98,64.68,14,78.24,33.7,18,56,52,88,51,41,36,99,0.7,74
73556,India,Machine Learning Engineer,Analytics,Entry,1,30694,3737,Diploma,Retail,Enterprise,3,2026,Hybrid,47.4,4.26,6,28.83847846841404,0.434,74,0.47,67.34,10,93.55,22.8,29,60,81,53,46,74,15,18,1.72,68
73557,UK,Research Scientist,Analytics,Senior,6,111887,23247,Bootcamp,Automotive,Enterprise,6,2023,Remote,36.6,4.79,14,37.22081283311016,0.103,22,6.16,51.65,5,74.91,40.8,24,20,65,85,25,93,42,72,0.78,87
73558,Canada,Software Engineer AI,NLP,Lead,14,160389,29300,Bachelor,Finance,Large,6,2023,Hybrid,44.1,3.89,19,60.98000121014264,0.065,68,6.94,78.99,14,60.11,22.3,14,100,89,79,50,69,38,76,1.65,86
73559,Canada,AI Engineer,LLM,Mid,2,71414,4197,Bootcamp,Automotive,Large,3,2023,Remote,37.6,3.38,1,66.10022616742499,0.107,90,5.82,80.65,9,67.42,40.9,13,47,54,88,77,82,12,51,1.81,76
73560,Canada,NLP Engineer,MLOps,Lead,12,136808,7900,Master,Tech,Enterprise,2,2024,Onsite,39.8,4.72,20,50.11378547075718,0.023,52,7.99,49.83,5,88.65,33.9,18,66,91,93,53,84,30,47,1.95,91
73561,Singapore,AI Engineer,Reinforcement Learning,Entry,1,72498,11546,Master,Energy,Enterprise,2,2020,Remote,42.7,3.41,11,38.293375301567835,0.423,50,1.2,60.86,3,74.87,16.7,25,61,49,51,25,82,12,1,0.97,66
73562,Australia,Research Scientist,Analytics,Lead,15,202513,38203,Bachelor,Retail,Medium,4,2020,Remote,37.1,3.72,25,39.28783962190357,0.0,65,1.4,94.07,12,90.97,41.1,18,89,4,88,51,92,36,18,0.82,91
73563,France,AI Engineer,Generative AI,Mid,5,85442,9974,Master,Education,Medium,7,2022,Hybrid,50.7,3.61,35,51.10710452271743,0.139,80,5.52,89.54,10,77.3,32.9,20,24,47,82,64,59,46,51,2.33,75
73564,Japan,AI Engineer,Generative AI,Entry,1,64288,13863,Bootcamp,Energy,Startup,6,2022,Onsite,37.4,4.08,24,66.19712473372292,0.406,87,1.03,92.86,14,75.74,24.2,23,77,57,43,39,73,51,50,1.29,66
73565,Netherlands,Research Scientist,NLP,Mid,4,107241,5800,Diploma,Education,Startup,2,2026,Remote,39.7,3.34,18,60.17626043035558,0.148,59,3.11,97.28,7,81.73,34.5,15,17,38,72,43,71,36,27,2.18,76
73566,UAE,Computer Vision Engineer,Computer Vision,Lead,17,170444,19989,Bachelor,Tech,Small,5,2025,Hybrid,52.8,4.67,18,80.4019679064285,0.08,94,0.26,51.7,9,58.46,12.3,12,42,95,74,45,54,47,63,0.66,73
73567,France,NLP Engineer,Generative AI,Senior,11,131712,21174,Bootcamp,Healthcare,Startup,7,2026,Onsite,50.1,4.79,33,53.14234441995258,0.016,69,7.11,92.52,9,72.53,41.0,15,96,22,92,46,45,70,7,1.7,72
73568,Australia,Data Analyst,LLM,Lead,12,100304,14516,Bootcamp,Automotive,Medium,7,2024,Remote,42.3,4.1,25,67.66175539391791,0.118,67,6.31,50.45,9,62.44,39.3,19,87,69,82,56,75,43,37,0.67,75
73569,Brazil,Computer Vision Engineer,Forecasting,Entry,0,35743,3201,PhD,Gaming,Startup,5,2023,Hybrid,54.4,3.83,28,73.95890853164146,0.398,65,2.63,53.21,14,55.7,26.7,13,62,65,46,44,43,22,34,1.32,51
73570,UAE,Computer Vision Engineer,Analytics,Entry,1,75719,10808,Master,Automotive,Small,4,2024,Remote,39.4,4.26,8,73.49423461154701,0.303,75,1.51,57.51,13,64.27,32.2,25,33,31,70,53,75,40,84,1.64,72
73571,Singapore,NLP Engineer,Forecasting,Senior,11,137686,11516,Master,Tech,Large,7,2026,Remote,41.4,4.09,22,97.87697855338814,0.1,74,0.92,96.58,11,78.68,14.0,10,37,47,82,52,73,22,76,0.66,79
73572,Germany,Software Engineer AI,Computer Vision,Entry,0,55669,4731,Diploma,Gaming,Enterprise,4,2021,Hybrid,51.8,4.37,3,44.61279416351511,0.319,100,2.6,72.93,9,88.98,33.4,17,87,20,66,78,59,29,72,2.35,63
73573,Australia,Machine Learning Engineer,MLOps,Lead,13,139915,13865,PhD,Healthcare,Large,5,2026,Remote,50.0,4.66,18,36.25311194679432,0.111,80,8.96,49.09,7,62.51,19.5,15,44,47,74,69,49,44,51,2.44,73
73574,Germany,Software Engineer AI,Computer Vision,Lead,13,123087,16045,Master,Retail,Startup,3,2024,Remote,52.7,3.92,37,89.20529778561101,0.08,67,2.37,50.57,8,84.79,39.2,12,12,5,71,49,42,58,80,2.14,67
73575,Japan,NLP Engineer,Forecasting,Mid,2,62970,3539,Bachelor,Gaming,Startup,4,2024,Remote,51.0,4.07,20,54.41988638916359,0.104,81,9.25,54.73,11,70.36,22.9,27,1,86,80,74,58,46,83,1.51,76
73576,India,AI Engineer,LLM,Mid,2,28543,5475,Diploma,Finance,Medium,6,2026,Hybrid,45.0,4.71,6,53.516502187328264,0.13,43,3.94,80.04,7,71.78,12.7,11,91,10,70,40,76,43,97,1.92,70
73577,Germany,Data Analyst,Generative AI,Mid,4,69537,3907,Bootcamp,Healthcare,Medium,3,2021,Hybrid,42.7,3.4,13,40.32600189204207,0.295,84,9.12,46.42,9,87.99,36.9,20,99,5,66,72,61,32,58,1.04,69
73578,India,NLP Engineer,LLM,Lead,16,74860,15367,Diploma,Consulting,Large,7,2024,Hybrid,44.2,3.99,3,90.77021806855456,0.053,53,0.97,84.53,12,62.1,33.9,27,72,34,80,32,78,32,34,2.32,80
73579,Japan,Software Engineer AI,Reinforcement Learning,Senior,7,112220,10883,Bachelor,Telecom,Large,2,2025,Hybrid,49.5,4.46,20,49.71851766564242,0.0,56,0.56,98.75,9,79.23,24.9,10,54,1,89,30,53,27,30,2.32,67
73580,Japan,Data Analyst,LLM,Entry,0,48512,8516,PhD,Consulting,Small,7,2022,Hybrid,40.7,3.64,6,43.85940850384381,0.361,88,2.54,73.43,4,81.19,34.3,12,68,26,76,67,79,17,2,1.54,65
73581,Netherlands,Research Scientist,Generative AI,Senior,7,120573,12094,Bootcamp,Education,Small,2,2023,Onsite,42.7,4.34,6,38.05999802854036,0.055,74,1.61,55.19,9,74.34,36.9,20,74,74,94,42,72,12,74,2.36,77
73582,UK,Data Scientist,Analytics,Lead,16,168163,28394,PhD,Gaming,Large,5,2021,Remote,43.0,3.59,23,53.5276403885664,0.112,100,4.95,74.34,3,91.67,32.8,14,45,22,82,76,73,73,50,1.73,79
73583,Singapore,NLP Engineer,NLP,Entry,1,79845,9801,Master,Finance,Startup,4,2021,Onsite,52.3,4.72,19,57.11396283078692,0.404,74,4.08,58.07,14,60.57,18.4,23,44,57,54,58,48,35,5,1.12,63
73584,France,Software Engineer AI,Forecasting,Senior,11,107137,12225,PhD,Finance,Enterprise,5,2023,Remote,53.1,4.23,18,44.418834466608416,0.024,83,2.73,52.13,7,87.21,30.7,20,27,11,83,64,61,13,57,0.85,63
73585,UK,NLP Engineer,NLP,Lead,13,168058,25009,Bootcamp,Automotive,Large,5,2020,Onsite,54.3,3.55,10,60.10704156523727,0.079,92,2.2,51.53,7,87.44,27.5,25,72,95,87,55,49,35,70,1.29,84
73586,France,Machine Learning Engineer,Computer Vision,Senior,10,101330,10972,Bachelor,Education,Small,3,2025,Onsite,40.1,4.67,14,38.906051439290636,0.0,67,7.87,76.81,14,67.94,33.7,28,33,78,91,66,73,36,90,1.77,79
73587,Germany,Research Scientist,LLM,Entry,1,67154,5837,Master,Tech,Medium,7,2020,Hybrid,48.5,3.79,25,57.973230823622025,0.331,92,7.53,89.06,8,73.6,22.3,21,29,89,65,83,63,12,2,0.9,70
73588,USA,Data Analyst,MLOps,Senior,9,125061,16862,Bachelor,Tech,Small,2,2022,Hybrid,54.2,4.1,29,78.08938203877216,0.137,77,8.28,62.21,10,79.23,24.8,11,96,58,84,82,52,50,96,0.87,89
73589,UAE,Data Analyst,Reinforcement Learning,Entry,0,44538,8792,Bootcamp,Healthcare,Enterprise,7,2025,Onsite,53.8,3.27,13,33.22151843312308,0.378,83,7.57,50.57,4,75.68,23.0,24,39,24,67,75,59,17,14,0.98,58
73590,UAE,Research Scientist,Generative AI,Lead,15,181845,35276,Master,Automotive,Medium,3,2020,Remote,50.5,3.58,6,13.814627416070586,0.072,67,2.0,54.96,5,63.51,38.5,29,70,8,76,40,52,34,13,0.6,77
73591,France,Data Scientist,MLOps,Entry,1,70419,9447,Master,Gaming,Medium,6,2022,Onsite,45.8,3.85,15,55.7150025766486,0.419,60,6.0,61.92,13,63.88,39.0,13,86,34,66,46,70,68,45,2.33,75
73592,Brazil,Data Analyst,Computer Vision,Entry,0,28000,3580,Bachelor,Retail,Small,6,2023,Hybrid,53.4,3.89,9,51.95888662970404,0.411,75,0.63,81.42,14,84.12,19.2,29,58,24,56,46,60,18,41,1.18,58
73593,Japan,Research Scientist,Analytics,Mid,5,111179,6697,Master,Healthcare,Medium,2,2023,Onsite,42.1,4.05,27,19.79756108371182,0.151,60,6.96,52.24,12,85.33,17.2,11,66,30,83,46,80,17,4,2.01,73
73594,France,AI Engineer,MLOps,Lead,18,141231,14281,Diploma,Healthcare,Large,2,2022,Remote,39.4,4.56,12,60.891791050909134,0.138,71,3.77,94.76,3,79.97,32.2,20,28,78,80,51,89,75,35,1.81,82
73595,Canada,NLP Engineer,Computer Vision,Senior,8,107410,22532,Master,Automotive,Startup,3,2022,Onsite,45.8,3.2,23,62.232360908792515,0.062,53,3.75,54.61,10,85.88,18.0,14,26,25,83,45,59,62,52,0.54,79
73596,Canada,AI Engineer,Computer Vision,Senior,6,97093,9178,Diploma,Tech,Small,5,2020,Onsite,46.9,4.47,28,77.85512700628101,0.071,55,4.71,69.63,7,71.78,17.0,25,56,54,85,40,70,18,76,1.05,83
73597,UK,Machine Learning Engineer,Analytics,Entry,0,54583,10342,PhD,Consulting,Enterprise,7,2026,Onsite,54.8,3.59,6,50.03629731327965,0.419,60,4.04,82.5,13,85.26,17.4,22,80,94,64,54,54,20,11,2.48,62
73598,India,Research Scientist,Generative AI,Entry,1,28000,5545,Master,Education,Medium,7,2021,Hybrid,37.7,4.31,26,68.76857122898339,0.389,84,1.26,60.85,10,84.6,18.7,13,53,36,60,56,90,22,79,1.84,64
73599,USA,NLP Engineer,Forecasting,Entry,1,94189,7874,Bootcamp,Telecom,Startup,5,2020,Remote,42.7,4.66,20,21.84587268683586,0.437,69,4.01,90.57,4,63.98,31.2,13,87,19,47,53,64,34,53,1.89,78
73600,France,Software Engineer AI,MLOps,Lead,13,137306,11221,PhD,Retail,Enterprise,4,2021,Onsite,46.4,3.59,1,66.00836667124338,0.024,79,6.49,45.4,7,77.24,18.6,12,63,74,97,59,74,26,67,0.99,82
73601,Brazil,Data Scientist,NLP,Mid,4,50217,8098,PhD,Healthcare,Large,5,2022,Remote,54.1,4.58,14,25.451418177232874,0.194,78,1.61,55.28,10,85.81,23.6,26,17,4,72,56,52,57,61,0.99,66
73602,UK,Research Scientist,Computer Vision,Lead,17,183634,19847,Diploma,Gaming,Large,7,2021,Remote,50.0,3.71,21,70.61651066912965,0.07,94,1.6,70.63,13,68.28,14.5,19,62,99,92,56,61,29,78,1.2,82
73603,USA,Data Scientist,MLOps,Mid,5,116872,20226,Bootcamp,Energy,Startup,7,2020,Onsite,38.9,3.46,23,8.210354479168778,0.272,78,6.75,47.05,7,70.24,37.2,15,23,40,58,67,66,51,34,1.45,82
73604,Japan,Data Scientist,Reinforcement Learning,Mid,4,73405,8808,Diploma,Automotive,Medium,4,2025,Onsite,47.0,3.95,7,44.160144807238574,0.163,77,6.1,55.36,3,82.86,17.0,10,36,85,78,66,60,12,51,2.29,63
73605,India,AI Engineer,Computer Vision,Lead,14,70693,13539,PhD,Education,Medium,7,2023,Remote,36.7,4.59,15,64.17703198728013,0.144,62,3.04,51.88,6,66.14,13.7,23,88,34,82,56,92,51,71,0.76,83
73606,UK,Research Scientist,NLP,Senior,9,116374,6262,Master,Retail,Startup,4,2023,Onsite,40.8,4.2,16,78.12764789779646,0.074,62,3.11,53.62,8,78.88,33.9,30,86,72,73,51,75,65,11,0.76,72
73607,Japan,AI Engineer,Generative AI,Senior,9,114839,22159,PhD,Education,Large,6,2022,Hybrid,46.8,4.22,22,72.63315232405414,0.052,98,2.19,99.04,14,61.87,34.5,15,27,56,81,67,72,27,32,2.06,73
73608,France,Data Scientist,Generative AI,Entry,0,60890,9793,Bootcamp,Telecom,Medium,7,2022,Onsite,38.9,4.8,17,41.136083714021055,0.398,71,4.75,99.21,7,69.62,16.9,22,98,57,63,53,83,12,48,1.08,67
73609,Australia,Computer Vision Engineer,Computer Vision,Senior,6,102605,7840,Bootcamp,Automotive,Small,3,2026,Remote,48.0,3.94,1,63.31590072092896,0.06,87,9.0,55.71,13,93.08,19.1,27,39,35,79,76,67,27,75,2.38,68
73610,Netherlands,Data Analyst,MLOps,Entry,1,57421,3338,Diploma,Healthcare,Enterprise,7,2022,Onsite,54.4,4.2,22,52.029281994127416,0.392,67,5.22,46.57,11,89.36,21.6,16,72,23,60,54,80,20,2,2.14,73
73611,Canada,Data Analyst,NLP,Mid,4,76112,4283,Master,Automotive,Small,7,2020,Remote,44.8,3.31,14,94.33863208078533,0.192,65,6.21,90.76,4,62.53,23.1,29,99,5,71,48,76,16,62,2.08,71
73612,Brazil,Machine Learning Engineer,Generative AI,Senior,6,50668,8203,Bootcamp,Education,Startup,3,2022,Remote,46.6,3.67,27,27.122783995835775,0.031,77,8.47,47.2,3,63.7,13.3,17,87,44,71,73,61,65,30,2.08,73
73613,India,NLP Engineer,Analytics,Entry,1,30048,1566,PhD,Energy,Large,2,2025,Hybrid,50.1,3.26,31,71.10545317053918,0.356,69,0.79,67.31,5,69.9,25.2,13,34,50,57,38,58,36,59,2.28,66
73614,India,NLP Engineer,LLM,Mid,5,34953,6510,Bootcamp,Tech,Small,5,2020,Remote,41.3,4.31,15,46.055867531529856,0.24,50,0.37,70.48,6,88.72,13.0,27,46,100,62,27,85,17,32,0.54,64
73615,Germany,Software Engineer AI,Reinforcement Learning,Senior,11,102749,22262,Bachelor,Automotive,Startup,7,2020,Onsite,39.2,3.95,18,22.836519923361443,0.095,68,0.83,60.55,11,63.72,13.8,21,36,48,74,40,78,54,11,1.74,78
